2025-10-23 15:46:13,356 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/37.2-2.4寸ILI9341驱动TFT显示屏实验程序-带触摸功能，硬件I8080接口程序/测试图片/参考图片.bmp, Original size: 6.30 KB, Compressed size: 1.22 KB
2025-10-23 15:46:13,411 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/A01-如发现P32按键接地用户程序就软复位到系统区不停电下载/通过P32不停电下载.png, Original size: 540.33 KB, Compressed size: 279.90 KB
2025-10-23 15:46:13,415 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/37.1-2.4寸ILI9341驱动TFT显示屏实验程序-带触摸功能，IO模拟I8080接口程序/测试图片/参考图片.bmp, Original size: 6.30 KB, Compressed size: 1.22 KB
2025-10-23 15:46:13,424 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/36.3-LCD1602显示程序-硬件M6800并行接口+DMA刷新/实验箱要改动背光电阻值.PNG, Original size: 83.76 KB, Compressed size: 63.80 KB
2025-10-23 15:46:13,463 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/A04-电脑端的ISP软件通过UART发送命令通知MCU软复位到系统区不停电下载/UART-不停电下载设置.png, Original size: 512.83 KB, Compressed size: 275.79 KB
2025-10-23 15:46:13,486 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/80-SPI-DMA发送-驱动WS2812彩灯/WS2812数据协议.png, Original size: 149.13 KB, Compressed size: 87.60 KB
2025-10-23 15:46:13,530 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/A03-电脑端的ISP软件通过USB-HID发送命令通知MCU软复位到系统区不停电下载/USB-HID不停电下载设置.png, Original size: 310.78 KB, Compressed size: 185.20 KB
2025-10-23 15:46:13,548 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.3-QSPI-TFT_DMA_P2P外设到外设_显示视频级动画效果程序-ILI9325/工具操作.png, Original size: 199.49 KB, Compressed size: 151.68 KB
2025-10-23 15:46:13,551 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.3-QSPI-TFT_DMA_P2P外设到外设_显示视频级动画效果程序-ILI9325/动态图片/demo.gif, Original size: 460.57 KB, Compressed size: 11.25 KB
2025-10-23 15:46:13,556 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.2-QSPI-TFT_DMA_P2P外设到外设_显示图片程序/测试图片/飞鸟 6.png, Original size: 93.23 KB, Compressed size: 29.30 KB
2025-10-23 15:46:13,560 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.2-QSPI-TFT_DMA_P2P外设到外设_显示图片程序/测试图片/飞鸟 5.png, Original size: 84.35 KB, Compressed size: 26.75 KB
2025-10-23 15:46:13,564 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.2-QSPI-TFT_DMA_P2P外设到外设_显示图片程序/测试图片/飞鸟 4.png, Original size: 84.09 KB, Compressed size: 26.64 KB
2025-10-23 15:46:13,569 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.2-QSPI-TFT_DMA_P2P外设到外设_显示图片程序/测试图片/飞鸟 1.png, Original size: 83.13 KB, Compressed size: 26.45 KB
2025-10-23 15:46:13,573 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.2-QSPI-TFT_DMA_P2P外设到外设_显示图片程序/测试图片/飞鸟 3.png, Original size: 82.49 KB, Compressed size: 26.44 KB
2025-10-23 15:46:13,577 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.2-QSPI-TFT_DMA_P2P外设到外设_显示图片程序/测试图片/飞鸟 2.png, Original size: 84.36 KB, Compressed size: 26.76 KB
2025-10-23 15:46:13,622 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/A02-电脑端的ISP软件通过USB-CDC发送命令通知MCU软复位到系统区不停电下载/USB-CDC不停电下载配置.png, Original size: 532.90 KB, Compressed size: 285.50 KB
2025-10-23 15:46:13,642 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/17-ADC采集NTC热敏电阻测温度，数码管显示/SDNT2012X103F3950FTF R-T对照表.png, Original size: 147.36 KB, Compressed size: 142.71 KB
2025-10-23 15:46:13,645 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/37.3-2.4寸TFT320240彩屏，ILI9325驱动IC，IO模拟I8080接口程序/测试图片/参考图片.bmp, Original size: 6.30 KB, Compressed size: 1.22 KB
2025-10-23 15:46:13,656 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/81-I2S-播放下载在FLASH中的立体声ADPCM音乐-TLV320AIC23B/学习板示意图.JPG, Original size: 104.42 KB, Compressed size: 32.67 KB
2025-10-23 15:46:13,677 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.4-QSPI-TFT_DMA_P2P外设到外设_显示视频级动画效果程序-ILI9341/工具操作.png, Original size: 199.49 KB, Compressed size: 151.68 KB
2025-10-23 15:46:13,679 - INFO - Compressed: /Volumes/Data/SherwinGitPro/STC-DEV/Ai8051U/AI8051U-DEMO-CODE-V1-3/Ai8051U-32Bit/72.4-QSPI-TFT_DMA_P2P外设到外设_显示视频级动画效果程序-ILI9341/动态图片/demo.gif, Original size: 460.57 KB, Compressed size: 11.25 KB
